Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-4651;Червонохиженський;Chervonokhyzhenskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чорнобаївський;"N 49°33'51""";"E 32°17'7"""
П-4653;Скеля 4 Радіонова;Skelia 4 Radionova;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°9'59""";"E 31°37'48"""
П-4662;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°58'38""";"E 31°27'29"""
П-4665;Звенигородські конгломерати;Zvenyhorodski konhlomeraty;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°2'15""";"E 30°58'32"""
П-4667;Міський парк;Miskyi park;парк;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°1'50""";"E 31°4'6"""
П-4674;Джерело Криниця;Dzherelo Krynytsia;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°8'26""";"E 32°9'51"""
П-4698;Криниця Холодна;Krynytsia Kholodna;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°34'21""";"E 31°22'0"""
П-4708;Шуляцьке болото;Shuliatske boloto;заказник гідрологічний;загальнодержавного значення;Черкаська обл.;р-н Жашківський;"N 49°8'37""";"E 29°55'12"""
П-4716;Південно-східне Таганчанське;Pivdenno-skhidne Tahanchanske;заповідне урочище;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°35'57""";"E 31°18'35"""
П-4732;Джерело Лисячі кринички;Dzherelo Lysiachi krynychky;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 49°3'12""";"E 30°16'28"""
П-4739;Ірдинське болото;Irdynske boloto;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Смілянський;"N 49°15'33""";"E 31°51'56"""
П-4744;Обарівшинський;Obarivshynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°2'37""";"E 30°52'22"""
П-4752;Котлован;Kotlovan;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°47'4""";"E 31°17'46"""
П-4755;Заобрудомський;Zaobrudomskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°8'10""";"E 30°48'25"""
П-4756;Охматівський;Okhmativskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Жашківський;"N 49°8'51""";"E 30°11'56"""
П-4758;Луки;Luky;заказник загальнозоологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°2'2""";"E 30°53'26"""
П-4775;Попівський;Popivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°4'51""";"E 30°43'3"""
П-4776;Цибулівський;Tsybulivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Монастирищенський;"N 49°5'10""";"E 29°51'12"""
П-4777;Чаплинський;Chaplynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°20'13""";"E 30°35'40"""
П-4778;Чернишівський;Chernyshivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°52'6""";"E 31°17'36"""
П-4781;Алея дубів;Aleia dubiv;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°57'15""";"E 30°20'54"""
П-4783;Алея липи дрібнолистої;Aleia lypy dribnolystoi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°56'3""";"E 31°27'7"""
П-4786;Шуляцьке болото;Shuliatske boloto;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Монастирищенський;"N 49°7'51""";"E 29°54'18"""
П-4787;Яблунівський;Yablunivskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°11'29""";"E 30°42'44"""
П-4788;Яличанський;Yalychanskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°10'51""";"E 30°59'24"""
П-4790;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°59'24""";"E 31°27'31"""
П-4791;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Уманський;"N 48°42'16""";"E 30°15'49"""
П-4792;Віковий дуб;Vikovyi dub;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°57'49""";"E 30°13'20"""
П-4793;Дерево вільхи з дубом;Derevo vilkhy z dubom;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°30'39""";"E 31°50'48"""
П-4807;Криниця Сотника;Krynytsia Sotnyka;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°29'51""";"E 31°9'47"""
П-4815;Вікове дерево дуба;Vikove derevo duba;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°34'13""";"E 31°24'55"""
П-4816;Дерево бука;Derevo buka;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°58'10""";"E 31°22'24"""
П-4817;Дуб пірамідальний;Dub piramidalnyi;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Шполянський;"N 48°58'7""";"E 31°22'46"""
П-4823;Дерево горіха чорного;Derevo horikha chornoho;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°23'44""";"E 31°53'47"""
П-4824;Дерево дуба;Derevo duba;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°18'21""";"E 31°14'16"""
П-4827;Скеля О.С. Пушкіна;Skelia O.s. Pushkina;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Кам'янський;"N 49°1'9""";"E 32°7'6"""
П-4831;Три джерела;Try dzherela;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Катеринопільський;"N 48°51'51""";"E 30°57'33"""
П-4855;Веселий шпиль;Veselyi shpyl;геологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°56'15""";"E 31°24'29"""
П-4860;"Дендропарк Мліївської
дослідної станції";"Dendropark Mliivskoi doslidnoi
stantsii";парк;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°18'49""";"E 31°30'2"""
П-4861;Три криниці;Try krynytsi;гідрологічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°5'34""";"E 32°31'58"""
П-4864;Лозоватський парк;Lozovatskyi park;парк;місцевого значення;Черкаська обл.;р-н Шполянський;"N 49°3'20""";"E 31°17'44"""
П-4865;Великі валки;Velyki valky;заповідне урочище;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°58'51""";"E 31°21'32"""
П-4867;Вергунове;Verhunove;заповідне урочище;місцевого значення;Черкаська обл.;р-н Городищенський;"N 49°11'4""";"E 31°26'47"""
П-4879;Вікове дерево в'яза;Vikove derevo viaza;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°37'4""";"E 31°25'23"""
П-489;Зубівський;Zubivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°11'41""";"E 32°16'36"""
П-4899;Прироські луки;Pryroski luky;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°36'43""";"E 31°40'45"""
П-490;Кайтанівський;Kaitanivskyi;заказник ботанічний;місцевого значення;Черкаська обл.;р-н Катеринопільський;"N 48°56'30""";"E 31°1'16"""
П-4906;Почапинський;Pochapynskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Лисянський;"N 49°15'56""";"E 30°54'53"""
П-4908;Вікове дерево в'яза;Vikove derevo viaza;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°3'14""";"E 30°57'38"""
П-4909;Вікове дерево верби;Vikove derevo verby;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°23'15""";"E 31°9'20"""
П-4912;Вікове дерево каштана;Vikove derevo kashtana;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°21'27""";"E 31°52'17"""
П-4916;"Високопродуктивне
насадження сосни";"Vysokoproduktyvne
nasadzhennia sosny";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°27'49""";"E 31°55'46"""
П-4917;Шостачка, Ракові верби;Shostachka, Rakovi verby;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Шполянський;"N 49°1'10""";"E 31°32'16"""
П-4936;Приворотський;Pryvorotskyi;заказник гідрологічний;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°0'9""";"E 30°55'25"""
П-4937;Вікові дерева груші 2 шт.;Vikovi dereva hrushi 2 sht.;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;"р-н Корсунь-
Шевченківський";"N 49°18'20""";"E 30°58'36"""
П-4939;Міський парк;Miskyi park;парк;місцевого значення;Черкаська обл.;Смілянська міськрада;"N 49°14'30""";"E 31°53'22"""
П-4940;Міський парк;Miskyi park;парк;місцевого значення;Черкаська обл.;р-н Чигиринський;"N 49°3'36""";"E 32°41'27"""
П-4945;"Високопродуктивне
насадження сосни з дубом";"Vysokoproduktyvne
nasadzhennia sosny z dubom";ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°23'58""";"E 31°50'17"""
П-4947;Група вікових дубів;Hrupa vikovykh dubiv;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Черкаський;"N 49°15'56""";"E 31°52'49"""
П-4953;Дуби Правди;Duby Pravdy;ботанічна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Звенигородський;"N 49°4'29""";"E 30°57'35"""
П-4955;Чумацький шлях;Chumatskyi shliakh;комплексна пам'ятка природи;місцевого значення;Черкаська обл.;р-н Канівський;"N 49°44'58""";"E 31°15'37"""
П-4961;Герман;Herman;заповідне урочище;місцевого значення;Черкаська обл.;р-н Маньківський;"N 48°54'26""";"E 30°26'52"""
