Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративний статус;Адміністративно-територіальна одиниця (АР Крим, область);Район;Широта;Довгота
П-635;Узруївська дача;Uzruivska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°7'28""";"E 33°0'15"""
П-640;Урочище Кути;Urochyshche Kuty;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°32'14""";"E 32°34'8"""
П-641;Ледань;Ledan;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°24'54""";"E 31°40'46"""
П-642;Урочище Лисарівщина;Urochyshche Lysarivshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°12'6""";"E 31°45'12"""
П-644;Урочище Лубянка;Urochyshche Lubianka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°13'13""";"E 31°45'40"""
П-648;Урочище Твани;Urochyshche Tvany;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°0'15""";"E 32°7'20"""
П-660;Церківка;Tserkivka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°36'51""";"E 31°37'3"""
П-662;Чемерський;Chemerskyi;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°4'23""";"E 31°14'24"""
П-664;Кримок;Krymok;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°5'52""";"E 31°33'38"""
П-666;Кудрівський;Kudrivskyi;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°38'11""";"E 32°41'12"""
П-667;Кусіївська дача;Kusiivska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°6'42""";"E 31°22'33"""
П-671;Левен;Leven;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°31'8""";"E 32°30'56"""
П-673;Липова пономарка;Lypova ponomarka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°49'26""";"E 32°54'2"""
П-674;Лиса гора;Lysa hora;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°50'54""";"E 31°25'4"""
П-676;Лозки;Lozky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°16'13""";"E 32°45'8"""
П-677;Лозове;Lozove;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°36'43""";"E 32°30'49"""
П-678;Луки;Luky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°6'22""";"E 32°4'24"""
П-679;Лутава;Lutava;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°35'27""";"E 31°15'56"""
П-680;Любецький масив;Liubetskyi masyv;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°47'52""";"E 30°42'22"""
П-683;Маліїве;Maliive;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°39'10""";"E 31°38'35"""
П-686;Мальча;Malcha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°3'47""";"E 31°33'44"""
П-693;Миклашевщина;Myklashevshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°54'25""";"E 31°31'39"""
П-699;Німцево;Nimtsevo;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°6'7""";"E 31°24'30"""
П-701;Невклянська дача-2;Nevklianska dacha-2;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°48'40""";"E 31°21'20"""
П-702;Низківка;Nyzkivka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°41'8""";"E 32°1'59"""
П-704;Новоселицька дача;Novoselytska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°32'42""";"E 31°19'33"""
П-708;Олександрівський масив;Oleksandrivskyi masyv;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°55'3""";"E 31°13'57"""
П-709;Олешнянська дача;Oleshnianska dacha;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°57'40""";"E 31°10'20"""
П-710;Олишівський;Olyshivskyi;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°16'19""";"E 31°20'45"""
П-720;Піски;Pisky;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°40'42""";"E 32°34'2"""
П-721;Панченкове;Panchenkove;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°14'12""";"E 31°10'17"""
П-722;Пасіка;Pasika;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°19'21""";"E 32°24'20"""
П-723;Пасіка-1;Pasika-1;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°15'21""";"E 31°38'56"""
П-725;Пасічне;Pasichne;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°32'30""";"E 32°37'5"""
П-729;Плющеве;Pliushcheve;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°19'29""";"E 32°22'47"""
П-731;Попівщина;Popivshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Талалаївський;"N 50°44'38""";"E 33°0'29"""
П-738;Модринник;Modrynnyk;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°0'7""";"E 31°22'12"""
П-750;Орликівський;Orlykivskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°5'38""";"E 32°16'40"""
П-757;Пізній дуб;Piznii dub;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Носівський;"N 50°59'51""";"E 31°23'24"""
П-766;Рим-Погорільська дача;Rym-Pohorilska dacha;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°4'25""";"E 32°31'5"""
П-767;Розумовська дача;Rozumovska dacha;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°5'2""";"E 32°20'15"""
П-77;Залісся;Zalissia;національний природний парк;загальнодержавного значення;Чернігівська обл.;;"N 50°40'0""";"E 30°51'0"""
П-771;Селещина;Seleshchyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°16'0""";"E 31°43'37"""
П-776;Смолянський;Smolianskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°10'59""";"E 31°26'7"""
П-782;Софіївка-Романівщина;Sofiivka-Romanivshchyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°50'45""";"E 32°18'15"""
П-783;Старе;Stare;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°37'48""";"E 30°43'46"""
П-792;Угловська дача;Uhlovska dacha;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°9'48""";"E 32°53'21"""
П-793;Узруївський;Uzruivskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°7'16""";"E 33°2'33"""
П-797;Устимівщина;Ustymivshchyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°17'46""";"E 31°25'57"""
П-804;Чудівський масив;Chudivskyi masyv;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°53'13""";"E 30°56'56"""
П-806;Шапранівка;Shapranivka;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°36'3""";"E 32°33'49"""
П-808;Юрківщина;Yurkivshchyna;заказник ботанічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°18'51""";"E 32°18'4"""
П-817;Бойковщина;Boikovshchyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°49'51""";"E 32°38'52"""
П-822;Військові гори;Viiskovi hory;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 52°2'39""";"E 30°58'25"""
П-826;Володимирівський;Volodymyrivskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°8'9""";"E 32°58'38"""
П-829;Городище;Horodyshche;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°42'21""";"E 32°28'28"""
П-831;Грем'яцький;Hremiatskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°19'58""";"E 33°7'42"""
П-834;Діброва-2;Dibrova-2;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°50'46""";"E 32°32'40"""
П-839;Довгий яр;Dovhyi yar;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°46'22""";"E 32°43'2"""
П-842;Дубина;Dubyna;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 52°3'12""";"E 31°3'5"""
П-857;Калино-Дубицька дача;Kalyno-Dubytska dacha;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°6'16""";"E 32°25'8"""
П-862;Костобобрівський;Kostobobrivskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°10'39""";"E 32°51'46"""
П-866;Краснохутірський;Krasnokhutirskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°57'52""";"E 32°41'8"""
П-869;Кути;Kuty;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°48'46""";"E 32°20'23"""
П-872;Лісопарк;Lisopark;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Сосницький;"N 51°34'11""";"E 32°34'12"""
П-876;Лосківський;Loskivskyi;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 51°49'10""";"E 32°56'25"""
П-877;Луги;Luhy;заказник лісовий;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°44'43""";"E 32°14'47"""
П-882;Підлісне;Pidlisne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°10'29""";"E 31°6'32"""
П-887;Пайка-Кривча;Paika-Kryvcha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°22'23""";"E 32°30'59"""
П-888;Панська лоза;Panska loza;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°5'5""";"E 31°26'0"""
П-889;Парня;Parnia;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°58'5""";"E 31°57'59"""
П-890;Фролове;Frolove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°49'58""";"E 30°43'49"""
П-891;Халімонове;Khalimonove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бахмацький;"N 51°23'16""";"E 32°53'0"""
П-892;Халявинський;Khaliavynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°34'9""";"E 31°16'30"""
П-898;Хрещатинське;Khreshchatynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°7'43""";"E 31°25'21"""
П-899;Білоуський;Bilouskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°37'8""";"E 31°9'10"""
П-901;Бабакове;Babakove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°24'39""";"E 32°35'55"""
П-906;Блистовське;Blystovske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°24'19""";"E 31°54'38"""
П-908;Заудаївський;Zaudaivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°39'10""";"E 32°30'30"""
П-909;Звіринець;Zvirynets;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°18'26""";"E 30°39'33"""
П-911;Зяти;Ziaty;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°8'7""";"E 33°0'49"""
П-912;Кімове;Kimove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°31'42""";"E 31°20'0"""
П-913;Калачівська дача;Kalachivska dacha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 51°47'28""";"E 32°26'57"""
П-914;Калюжа;Kaliuzha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°58'49""";"E 32°9'50"""
П-917;Пенькомочище;Penkomochyshche;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Семенівський;"N 52°8'31""";"E 32°33'20"""
П-919;Переходівський;Perekhodivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°11'48""";"E 31°31'59"""
П-920;Петрушин;Petrushyn;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 51°42'0""";"E 31°25'23"""
П-921;Пирогівський;Pyrohivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°36'39""";"E 32°20'15"""
П-922;Плави;Plavy;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°38'12""";"E 31°42'29"""
П-923;Подаровське;Podarovske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°33'19""";"E 31°23'59"""
П-927;Черепаха;Cherepakha;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°53'10""";"E 31°25'41"""
П-928;Черниський;Chernyskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°36'55""";"E 31°30'34"""
П-929;Черняхівський;Cherniakhivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°7'15""";"E 32°2'58"""
П-930;Чорне болото;Chorne boloto;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°53'16""";"E 31°2'11"""
П-933;Болото Колодливе;Boloto Kolodlyve;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Чернігівський;"N 51°22'5""";"E 31°9'36"""
П-935;Болото Смелявницьке;Boloto Smeliavnytske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°4'58""";"E 33°25'27"""
П-936;Болото Супій;Boloto Supii;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°34'18""";"E 31°39'22"""
П-937;Болото Ягідне;Boloto Yahidne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°31'10""";"E 33°5'37"""
П-938;Бондарівське болото;Bondarivske boloto;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°6'20""";"E 30°48'32"""
П-940;Кам'яне;Kamiane;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 50°59'48""";"E 31°21'47"""
П-941;Карбунове;Karbunove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°56'11""";"E 31°58'30"""
П-942;Киселівський;Kyselivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°34'31""";"E 32°12'20"""
П-943;Кисличне;Kyslychne;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°23'31""";"E 32°30'8"""
П-944;Кички;Kychky;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°58'22""";"E 31°6'19"""
П-946;Козарське;Kozarske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Бобровицький;"N 50°52'48""";"E 31°24'51"""
П-947;Козаче;Kozache;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Носівський;"N 51°0'1""";"E 31°28'36"""
П-948;Покошицький;Pokoshytskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Коропський;"N 51°48'11""";"E 32°57'31"""
П-950;Полівщина;Polivshchyna;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°31'16""";"E 32°39'46"""
П-954;Поповичове;Popovychove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°21'16""";"E 32°10'50"""
П-959;Чорторій;Chortorii;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°21'46""";"E 32°11'4"""
П-960;Чумакові кар'єри;Chumakovi kariery;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ріпкинський;"N 51°47'15""";"E 31°13'34"""
П-964;Шеберівське;Sheberivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°7'10""";"E 30°36'8"""
П-965;Борки;Borky;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 52°1'38""";"E 32°5'17"""
П-966;Борнище;Bornyshche;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Борзнянський;"N 51°24'18""";"E 32°34'1"""
П-967;Боровське;Borovske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°55'48""";"E 31°57'43"""
П-968;Борсук;Borsuk;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Сновський;"N 51°59'51""";"E 32°6'38"""
П-971;Будівське;Budivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°16'47""";"E 31°45'24"""
П-972;Буда-Вороб'ївський;Buda-Vorobivskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Новгород-Сіверський;"N 52°16'18""";"E 33°1'52"""
П-974;Колісниківське;Kolisnykivske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ніжинський;"N 51°3'59""";"E 31°44'36"""
П-976;Комарове;Komarove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'55""";"E 31°28'32"""
П-979;Конівщинське;Konivshchynske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Ічнянський;"N 50°44'15""";"E 32°32'42"""
П-980;Конохове;Konokhove;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°22'53""";"E 31°57'32"""
П-982;Прибинський;Prybynskyi;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Корюківський;"N 52°3'12""";"E 32°17'33"""
П-983;Пригаришине-1;Pryharyshyne-1;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'45""";"E 31°28'8"""
П-984;Пригаришине-2;Pryharyshyne-2;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Куликівський;"N 51°11'39""";"E 31°27'36"""
П-985;Приміське;Prymiske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Прилуцький;"N 50°37'34""";"E 32°21'59"""
П-986;Приморське;Prymorske;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Козелецький;"N 51°8'33""";"E 30°35'36"""
П-994;Широкий лог;Shyrokyi loh;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Городнянський;"N 52°1'59""";"E 31°18'39"""
П-996;Штани;Shtany;заказник гідрологічний;місцевого значення;Чернігівська обл.;р-н Менський;"N 51°32'34""";"E 32°1'9"""
