Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5846;Пьостре;Postre;урочище;Автономна Республіка Крим;р-н Білогірський;"N 45° 10’ 12""";"E 34° 50’ 51"""
Ф-5701;Ескі-Юрт;Eski-Yurt;урочище;Автономна Республіка Крим;;"N 44° 57’ 3""";"E 34° 55’ 10"""
Ф-4484;Балканове;Baklanove;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 22’ 13""";"E 34° 57’ 38"""
Ф-6807;Утине;Utyne;урочище;Автономна Республіка Крим;р-н Нижньогірський;"N 45° 38’ 36""";"E 34° 58’ 35"""
Ф-6826;Пешкове;Peshkove;урочище;Автономна Республіка Крим;р-н Нижньогірський;"N 45° 37’ 24""";"E 34° 59’ 22"""
Ф-6847;Кулички;Kuluchky;урочище;Автономна Республіка Крим;р-н Нижньогірський;"N 45° 33’ 30""";"E 34° 59’ 33"""
Ф-4557;Шовковичне;Shovkovychne;урочище;Автономна Республіка Крим;р-н Бахчисарайський;"N 44° 38’ 21""";"E 34° 6’ 0"""
Ф-4486;Дністрівка;Dnistrivka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 58’ 7""";"E 34° 6’ 2"""
Ф-4488;Сінокісне;Sinokisne;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 59’ 30""";"E 34° 7’ 12"""
Ф-4462;Просянка;Prosianka;урочище;Автономна Республіка Крим;р-н Джанкойський;"N 45° 47’ 4""";"E 34° 7’ 31"""
Ф-4546;Комбопло;Komboplo;урочище;Автономна Республіка Крим;;"N 44° 32’ 49""";"E 34° 7’ 42"""
Ф-5691;Високе;Vysoke;урочище;Автономна Республіка Крим;;"N 44° 59’ 6""";"E 35° 1’ 20"""
Ф-5655;Копсель;Kopsel;урочище;Автономна Республіка Крим;;"N 44° 50’ 38""";"E 35° 1’ 29"""
Ф-7276;Рожкова;Rozhkova;урочище;Автономна Республіка Крим;;"N 45° 32’ 17""";"E 35° 11’ 0"""
Ф-5924;Солонці;Solontsi;урочище;Автономна Республіка Крим;;"N 45° 5’ 18""";"E 35° 18’ 8"""
Ф-5918;Казенне;Kazenne;урочище;Автономна Республіка Крим;р-н Кіровський;"N 45° 7’ 19""";"E 35° 19’ 12"""
Ф-5929;Вовчий Яр;Vovchyi Yar;урочище;Автономна Республіка Крим;р-н Кіровський;"N 45° 3’ 12""";"E 35° 2’ 13"""
Ф-7273;Новомихайлівка;Novomykhailivka;урочище;Автономна Республіка Крим;р-н Совєтський;"N 45° 33’ 17""";"E 35° 2’ 23"""
Ф-5674;Кизилташ;Kyzyltash;урочище;Автономна Республіка Крим;;"N 44° 55’ 18""";"E 35° 2’ 27"""
Ф-5900;Владиславівський Бугор;Vladyslavivskyi Buhor;урочище;Автономна Республіка Крим;р-н Кіровський;"N 45° 8’ 18""";"E 35° 21’ 9"""
Ф-5914;Комишинський Луг;Komyshynskyi Luh;урочище;Автономна Республіка Крим;;"N 45° 8’ 4""";"E 35° 28’ 19"""
Ф-5953;Холмогірка;Kholmohirka;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 11’ 9""";"E 35° 30’ 42"""
Ф-6045;Заячий Луг;Zaiachyi Luh;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 8’ 37""";"E 35° 39’ 7"""
Ф-7280;Білостадне;Bilostadne;урочище;Автономна Республіка Крим;р-н Совєтський;"N 45° 32’ 0""";"E 35° 4’ 29"""
Ф-6042;Груша;Hrusha;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 9’ 48""";"E 35° 41’ 37"""
Ф-5951;Андрієве;Andriieve;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 11’ 48""";"E 35° 41’ 48"""
Ф-6047;Журавлине;Zhuravlyne;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 8’ 50""";"E 35° 41’ 50"""
Ф-6052;Мошкарено;Moshkareno;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 9’ 1""";"E 35° 43’ 42"""
Ф-6049;Низове;Nyzove;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 7’ 47""";"E 35° 47’ 4"""
Ф-6756;Білокам’янка;Bilokamianka;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 24’ 23""";"E 35° 48’ 19"""
Ф-6122;Кої;Koi;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 10’ 29""";"E 35° 49’ 30"""
Ф-6079;Білобродске;Bilobrodske;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 4’ 32""";"E 35° 49’ 57"""
Ф-6034;Широке;Shyroke;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 9’ 18""";"E 35° 49’ 9"""
Ф-5888;Лугове;Luhove;урочище;Автономна Республіка Крим;р-н Кіровський;"N 45° 16’ 16""";"E 35° 5’ 27"""
Ф-6774;Плодородне;Plodorodne;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 20’ 43""";"E 35° 50’ 12"""
Ф-6762;Джайлов;Dzhailov;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 24’ 29""";"E 35° 52’ 0"""
Ф-6766;Мисок;Mysok;урочище;Автономна Республіка Крим;р-н Ленінський;"N 45° 23’ 16""";"E 35° 53’ 31"""
