Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-12354;Кокоравець;Kokoravets;урочище;Волинська обл.;р-н Любомльський;"N 51° 15’ 35""";"E 23° 56’ 1"""
Ф-12361;Лісове;Lisove;урочище;Волинська обл.;р-н Любомльський;"N 51° 14’ 45""";"E 23° 45’ 29"""
Ф-12365;Половецькі Гори;Polovetski Hory;урочище;Волинська обл.;р-н Любомльський;"N 51° 6’ 35""";"E 23° 58’ 49"""
Ф-12372;Смалюхи;Smaliukhy;урочище;Волинська обл.;р-н Любомльський;"N 51° 3’ 39""";"E 23° 58’ 19"""
Ф-12374;Соловинець;Solovynets;урочище;Волинська обл.;р-н Рожищенський;"N 50° 59’ 10""";"E 25° 11’ 42"""
Ф-12375;Бушево;Bushevo;урочище;Волинська обл.;р-н Рожищенський;"N 50° 58’ 9""";"E 25° 6’ 35"""
Ф-12378;Підбородки;Pidborodky;урочище;Волинська обл.;р-н Рожищенський;"N 50° 58’ 14""";"E 25° 8’ 49"""
Ф-12385;Крилові Доли;Krylovi Doly;урочище;Волинська обл.;р-н Ківерцівський;"N 50° 57’ 41""";"E 25° 28’ 50"""
Ф-12391;Федоряківка;Fedoriakivka;урочище;Волинська обл.;р-н Рожищенський;"N 50° 54’ 9""";"E 25° 7’ 37"""
Ф-12395;Панасевичеве;Panasevycheve;урочище;Волинська обл.;р-н Рожищенський;"N 50° 53’ 10""";"E 25° 1’ 14"""
Ф-12399;Озерці;Ozertsi;урочище;Волинська обл.;р-н Рожищенський;"N 50° 51’ 29""";"E 25° 8’ 39"""
Ф-12402;Чорні Лози;Chorni Lozy;урочище;Волинська обл.;р-н Рожищенський;"N 50° 50’ 45""";"E 25° 4’ 48"""
Ф-12408;Будки;Budky;урочище;Волинська обл.;р-н Рожищенський;"N 50° 58’ 21""";"E 24° 55’ 30"""
Ф-12411;Кухня;Kukhnia;урочище;Волинська обл.;р-н Турійський;"N 50° 57’ 36""";"E 24° 34’ 0"""
Ф-12413;Тайшин;Taishyn;урочище;Волинська обл.;р-н Турійський;"N 50° 57’ 11""";"E 24° 37’ 4"""
Ф-12414;Рудний Кут;Rudnyi Kut;урочище;Волинська обл.;р-н Турійський;"N 50° 56’ 43""";"E 24° 48’ 21"""
Ф-12480;Піщана Гора;Pishchana Hora;урочище;Волинська обл.;р-н Турійський;"N 50° 56’ 4""";"E 24° 30’ 47"""
Ф-12492;Гадучка;Haduchka;урочище;Волинська обл.;р-н Турійський;"N 50° 55’ 22""";"E 24° 32’ 21"""
Ф-12494;Селище Велике;Selyshche Velyke;урочище;Волинська обл.;р-н Турійський;"N 50° 56’ 0""";"E 24° 36’ 50"""
Ф-12497;Острівок;Ostrivok;урочище;Волинська обл.;р-н Турійський;"N 50° 55’ 28""";"E 24° 41’ 21"""
Ф-12503;Діброва;Dibrova;урочище;Волинська обл.;р-н Рожищенський, р-н Турійський;"N 50° 56’ 19""";"E 24° 50’ 0"""
Ф-12504;Аполлонівка;Apollonivka;урочище;Волинська обл.;р-н Турійський, р-н Рожищенський;"N 50° 56’ 11""";"E 24° 53’ 10"""
Ф-12513;Чорний Ліс;Chornyi Lis;урочище;Волинська обл.;р-н Турійський, р-н Рожищенський;"N 50° 54’ 19""";"E 24° 49’ 41"""
Ф-12515;Жуки;Zhuky;урочище;Волинська обл.;р-н Рожищенський;"N 50° 54’ 18""";"E 24° 55’ 32"""
Ф-12517;Надболоття;Nadbolottia;урочище;Волинська обл.;"р-н Турійський, р-н Рожищенський, р
н Локачинський";"N 50° 53’ 14""";"E 24° 48’ 55"""
Ф-12520;Туминський Ліс;Tumynskyi Lis;урочище;Волинська обл.;р-н Локачинський;"N 50° 52’ 20""";"E 24° 37’ 0"""
Ф-12522;Хворостовський Ліс;Khvorostovskyi Lis;урочище;Волинська обл.;р-н Локачинський;"N 50° 49’ 49""";"E 24° 34’ 40"""
Ф-12523;Губинський Ліс;Hubynskyi Lis;урочище;Волинська обл.;р-н Локачинський;"N 50° 50’ 29""";"E 24° 39’ 29"""
Ф-12526;Рудник;Rudnyk;урочище;Волинська обл.;р-н Локачинський;"N 50° 50’ 55""";"E 24° 50’ 2"""
