Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-19546;Дощенкове;Doshchenkove;урочище;Вінницька обл.;р-н Немирівський;"N 49° 3’ 21""";"E 28° 54’ 53"""
Ф-19577;Калинівка;Kalynivka;урочище;Вінницька обл.;р-н Барський;"N 49° 5’ 53""";"E 27° 35’ 44"""
Ф-19588;Ковалів Хутір;Kovaliv Khutir;урочище;Вінницька обл.;р-н Погребищенський;"N 49° 25’ 49""";"E 29° 9’ 17"""
Ф-19631;Єрмоловичина;Yermolovychyna;урочище;Вінницька обл.;р-н Жмеринський;"N 49° 6’ 15""";"E 28° 2’ 59"""
Ф-19688;Довжок;Dovzhok;урочище;Вінницька обл.;р-н Тульчинський;"N 48° 43’ 47""";"E 28° 43’ 23"""
Ф-19689;Довжок;Dovzhok;урочище;Вінницька обл.;р-н Тиврівський;"N 49° 6’ 5""";"E 28° 21’ 5"""
Ф-19690;Довжок;Dovzhok;урочище;Вінницька обл.;р-н Крижопільський;"N 48° 19’ 24""";"E 29° 2’ 0"""
Ф-19699;Загородній Яр;Zahorodnii Yar;урочище;Вінницька обл.;р-н Погребищенський;"N 49° 24’ 27""";"E 28° 59’ 19"""
Ф-19772;Дяків Яр;Diakiv Yar;урочище;Вінницька обл.;р-н Козятинський;"N 49° 41’ 17""";"E 28° 55’ 38"""
Ф-19855;Драчеве;Dracheve;урочище;Вінницька обл.;р-н Шаргородський;"N 48° 49’ 43""";"E 28° 11’ 39"""
Ф-20064;Долинки;Dolynky;урочище;Вінницька обл.;р-н Погребищенський;"N 49° 30’ 8""";"E 28° 59’ 24"""
Ф-20099;Климова;Klymova;урочище;Вінницька обл.;р-н Калинівський;"N 49° 28’ 20""";"E 28° 50’ 13"""
Ф-20106;Клин;Klyn;урочище;Вінницька обл.;р-н Калинівський;"N 49° 29’ 22""";"E 28° 46’ 13"""
Ф-20107;Клин;Klyn;урочище;Вінницька обл.;р-н Теплицький;"N 48° 46’ 39""";"E 29° 45’ 23"""
Ф-20108;Клин;Klyn;урочище;Вінницька обл.;р-н Погребищенський;"N 49° 29’ 37""";"E 29° 2’ 0"""
Ф-20109;Клин;Klyn;урочище;Вінницька обл.;р-н Погребищенський;"N 49° 24’ 12""";"E 29° 7’ 3"""
Ф-20153;Завіка;Zavika;урочище;Вінницька обл.;р-н Вінницький;"N 49° 20’ 16""";"E 28° 32’ 8"""
Ф-20188;Зелений Ліс;Zelenyi Lis;урочище;Вінницька обл.;р-н Немирівський;"N 48° 55’ 38""";"E 28° 59’ 19"""
Ф-20280;Дукразикова;Dukrazykova;балка;Вінницька обл.;р-н Бершадський;"N 48° 16’ 20""";"E 29° 28’ 41"""
Ф-20368;Діброва;Dibrova;урочище;Вінницька обл.;р-н Тульчинський;"N 48° 46’ 52""";"E 28° 36’ 53"""
Ф-20477;Карнацький Яр;Karnatskyi Yar;балка;Вінницька обл.;р-н Мурованокуриловецький;"N 48° 38’ 35""";"E 27° 32’ 31"""
Ф-20630;Клев;Klev;урочище;Вінницька обл.;р-н Жмеринський;"N 48° 55’ 55""";"E 28° 3’ 22"""
Ф-20745;Жолобок;Zholobok;урочище;Вінницька обл.;р-н Барський;"N 49° 5’ 58""";"E 27° 37’ 52"""
Ф-20786;Гурамня;Huramnia;балка;Вінницька обл.;р-н Бершадський;"N 48° 29’ 45""";"E 29° 31’ 45"""
Ф-20810;Грачів;Hrachiv;яр;Вінницька обл.;р-н Козятинський;"N 49° 44’ 23""";"E 28° 35’ 49"""
Ф-20892;Гизи;Hyzy;урочище;Вінницька обл.;р-н Липовецький;"N 49° 25’ 31""";"E 28° 47’ 59"""
Ф-20903;Дубинка;Dubynka;урочище;Вінницька обл.;р-н Теплицький;"N 48° 40’ 17""";"E 29° 49’ 2"""
Ф-20913;Зарваниця;Zarvanytsia;урочище;Вінницька обл.;р-н Шаргородський;"N 48° 44’ 59""";"E 27° 54’ 7"""
Ф-20970;Дубки;Dubky;урочище;Вінницька обл.;р-н Калинівський;"N 49° 28’ 59""";"E 28° 43’ 29"""
Ф-20994;Довгий Ліс;Dovhyi Lis;урочище;Вінницька обл.;р-н Могилів-Подільський;"N 48° 39’ 32""";"E 27° 39’ 9"""
Ф-21010;Гострози;Hostrozy;урочище;Вінницька обл.;р-н Тиврівський;"N 49° 3’ 0""";"E 28° 31’ 21"""
Ф-21019;Грабарка;Hrabarka;яр;Вінницька обл.;р-н Козятинський;"N 49° 47’ 25""";"E 28° 31’ 8"""
Ф-21025;Грабина;Hrabyna;урочище;Вінницька обл.;р-н Тульчинський;"N 48° 42’ 53""";"E 28° 36’ 32"""
