Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-4611	Дружелюбівка	Druzheliubivka	урочище	Миколаївська обл.	р-н Вознесенський	"N 47° 40’ 35"""	"E 31° 34’ 48"""
Ф-46138	Дніпровсько-Бузький	Dniprovsko-Buzkyi	лиман	Миколаївська обл., Херсонська обл.		"N 46° 37’ 0"""	"E 31° 57’ 0"""
Ф-4618	Трудофадіївка	Trudofadiivka	урочище	Миколаївська обл.	р-н Арбузинський	"N 47° 58’ 18"""	"E 31° 22’ 42"""
Ф-4623	Хмаров	Hmarov	урочище	Миколаївська обл.	р-н Арбузинський	"N 47° 55’ 27"""	"E 31° 26’ 41"""
Ф-4624	Сережкине	Serezhkyne	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 53’ 1"""	"E 31° 4’ 10"""
Ф-4627	Прирізка	Pryrizka	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 44’ 57"""	"E 31° 7’ 40"""
Ф-4631	Червона Поляна	Chervona Poliana	урочище	Миколаївська обл.	р-н Кривоозерський	"N 47° 58’ 8"""	"E 30° 36’ 11"""
Ф-4632	Корецький Яр	Koretskyi Yar	урочище	Миколаївська обл.	р-н Врадіївський	"N 47° 52’ 12"""	"E 30° 30’ 28"""
Ф-4637	Новогригорівка	Novohryhorivka	урочище	Миколаївська обл.	р-н Врадіївський	"N 47° 50’ 45"""	"E 30° 41’ 50"""
Ф-4639	Скоробрехова	Skorobrehova	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 48’ 10"""	"E 30° 59’ 1"""
Ф-4641	Веселе	Vesele	урочище	Миколаївська обл.	р-н Врадіївський	"N 47° 44’ 50"""	"E 30° 47’ 0"""
Ф-4642	Анатоліївка	Anatoliivka	урочище	Миколаївська обл.	р-н Первомайський	"N 48° 9’ 0"""	"E 30° 57’ 20"""
Ф-4647	Верхня Лозуватка	Verhnia Lozuvatka	урочище	Миколаївська обл.	р-н Первомайський	"N 48° 13’ 25"""	"E 31° 1’ 19"""
Ф-4649	Солдатське	Soldatske	урочище	Миколаївська обл.	"р-н Первомайський, р-н
Арбузинський"	"N 48° 9’ 14"""	"E 31° 11’ 30"""
Ф-4652	Новоблагодатне	Novoblahodatne	урочище	Миколаївська обл.	р-н Арбузинський	"N 48° 1’ 38"""	"E 31° 12’ 18"""
Ф-4667	Багрин	Bahryn	урочище	Миколаївська обл.	р-н Вознесенський	"N 47° 39’ 1"""	"E 31° 17’ 10"""
Ф-4670	Новохутірське	Novochutirske	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 37’ 45"""	"E 31° 3’ 20"""
Ф-4672	Баришівка	Baryshivka	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 36’ 40"""	"E 31° 6’ 11"""
Ф-4675	Лисичий	Lysychyi	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 32’ 21"""	"E 31° 11’ 20"""
Ф-4677	Камишівка	Kamyshivka	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 31’ 0"""	"E 31° 3’ 51"""
Ф-4678	Новоумань	Novouman	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 29’ 20"""	"E 31° 4’ 30"""
Ф-4682	Лопатів	Lopativ	урочище	Миколаївська обл.	р-н Доманівський	"N 47° 29’ 9"""	"E 31° 2’ 35"""
Ф-4686	Тидрик	Tydryk	урочище	Миколаївська обл.	р-н Веселинівський	"N 47° 27’ 42"""	"E 31° 7’ 51"""
Ф-4688	Новоіллінка	Novoillinka	урочище	Миколаївська обл.	р-н Веселинівський	"N 47° 23’ 16"""	"E 31° 12’ 40"""
Ф-4690	Благовіщенка	Blahovishchenka	урочище	Миколаївська обл.	р-н Казанківський	"N 47° 50’ 30"""	"E 33° 3’ 21"""
Ф-4693	Володимирська Дача	Volodymyrska Dacha	урочище	Миколаївська обл.	р-н Казанківський	"N 47° 30’ 30"""	"E 33° 4’ 48"""
Ф-4698	Манжурія	Manzhuriia	урочище	Миколаївська обл.	"р-н Березнегуватський,р-н
Баштанський"	"N 47° 19’ 9"""	"E 32° 41’ 50"""
Ф-4707	Новофедорівка	Novofedorivka	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 19’ 47"""	"E 32° 49’ 30"""
Ф-4711	Іванівка	Ivanivka	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 17’ 40"""	"E 32° 41’ 41"""
Ф-4715	Рядові Могили	Riadovi Mohyly	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 12’ 55"""	"E 32° 48’ 0"""
Ф-4728	Пастушенко	Pastushenko	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 10’ 41"""	"E 32° 51’ 12"""
Ф-4733	Чернігівське	Chernihivske	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 10’ 42"""	"E 32° 55’ 0"""
Ф-4735	Петрушки	Petrushky	урочище	Миколаївська обл.	"р-н Снігурівський, р-н
Березнегуватський"	"N 47° 8’ 40"""	"E 32° 49’ 30"""
Ф-4739	Червона Криниця	Chervona Krynytsia	урочище	Миколаївська обл.	р-н Березнегуватський	"N 47° 12’ 20"""	"E 33° 2’ 28"""
Ф-4741	Топило	Topylo	урочище	Миколаївська обл.	р-н Жовтневий	"N 46° 42’ 12"""	"E 32° 3’ 31"""
Ф-4743	Олександрівка	Oleksandrivka	урочище	Миколаївська обл.	р-н Снігурівський	"N 46° 56’ 29"""	"E 32° 58’ 20"""
Ф-4746	Cтешенкова	Steshenkova	урочище	Миколаївська обл.	р-н Снігурівський	"N 46° 55’ 10"""	"E 32° 54’ 30"""
Ф-4752	Хрестовий Яр	Hrestovyi Yar	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 38’ 53"""	"E 31° 53’ 40"""
Ф-4757	Малосолончаки	Malosolonchaky	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 38’ 43"""	"E 31° 48’ 0"""
Ф-4759	Грушки	Hrushky	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 32’ 29"""	"E 31° 45’ 38"""
Ф-4762	Комендантське	Komendantske	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 31’ 21"""	"E 31° 40’ 43"""
Ф-4765	Согласне	Sohlasne	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 30’ 31"""	"E 31° 43’ 51"""
Ф-4766	Петрушене	Petrushene	урочище	Миколаївська обл.	р-н Очаківський	"N 46° 30’ 10"""	"E 31° 42’ 10"""
Ф-4772	Чагри	Chahry	урочище	Миколаївська обл.	р-н Кривоозерський	"N 48° 7’ 19"""	"E 30° 23’ 0"""
