Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5256;Селищанська Дача;Selyshchanska Dacha;урочище;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 18’ 18""";"E 31° 8’ 51"""
Ф-32690;Чернявський Ліс;Cherniavskyi Lis;урочище;Черкаська обл.;р-н Черкаський;"N 49° 18’ 3""";"E 32° 6’ 4"""
Ф-21489;Гутнянський Яр;Hutnianskyi Yar;балка;Черкаська обл.;р-н Лисянський;"N 49° 18’ 42""";"E 30° 54’ 43"""
Ф-20298;Дичкова;Dychkova;балка;Черкаська обл.;р-н Городищенський;"N 49° 18’ 44""";"E 31° 34’ 52"""
Ф-16162;Белое Озеро;Beloe Ozero;урочище;Черкаська обл.;р-н Черкаський;"N 49° 18’ 46""";"E 31° 51’ 10"""
Ф-19994;Диряжине;Dyriazhyne;балка;Черкаська обл.;р-н Лисянський;"N 49° 18’ 5""";"E 30° 55’ 30"""
Ф-39314;Рудка;Rudka;болото;Черкаська обл.;р-н Черкаський;"N 49° 18’ 50""";"E 31° 54’ 50"""
Ф-5096;Тальянівка;Talianivka;урочище;Черкаська обл.;р-н Лисянський;"N 49° 19’ 1""";"E 30° 33’ 25"""
Ф-5328;Карпове;Karpove;урочище;Черкаська обл.;р-н Черкаський;"N 49° 19’ 10""";"E 32° 10’ 37"""
Ф-39962;Морозенцы;Morozentsы;ліс;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 19’ 20""";"E 31° 4’ 53"""
Ф-20262;Калиновий Кущ;Kalynovyi Kushch;урочище;Черкаська обл.;р-н Лисянський;"N 49° 19’ 28""";"E 30° 46’ 47"""
Ф-5326;Дике;Dyke;урочище;Черкаська обл.;р-н Черкаський;"N 49° 19’ 37""";"E 32° 8’ 25"""
Ф-30786;Сокавське;Sokavske;урочище;Черкаська обл.;р-н Черкаський;"N 49° 19’ 42""";"E 32° 10’ 0"""
Ф-39316;Ірдинь;Irdyn;болото;Черкаська обл.;р-н Черкаський;"N 49° 19’ 9""";"E 31° 43’ 31"""
Ф-19930;Єфимцева;Yefymtseva;балка;Черкаська обл.;р-н Шполянський;"N 49° 2’ 10""";"E 31° 15’ 48"""
Ф-30247;Чагари;Chahary;урочище;Черкаська обл.;р-н Тальнівський;"N 49° 2’ 12""";"E 30° 39’ 10"""
Ф-22425;Красний Яр;Krasnyi Yar;балка;Черкаська обл.;р-н Чигиринський;"N 49° 2’ 13""";"E 32° 36’ 26"""
Ф-29954;Стаськова;Staskova;балка;Черкаська обл.;р-н Чигиринський;"N 49° 2’ 13""";"E 32° 31’ 3"""
Ф-29963;Степ;Step;балка;Черкаська обл.;р-н Маньківський;"N 49° 2’ 15""";"E 30° 20’ 15"""
Ф-19326;Великий Ліс;Velykyi Lis;урочище;Черкаська обл.;р-н Монастирищенський;"N 49° 2’ 18""";"E 29° 49’ 54"""
Ф-29760;Хутора-Полонського;Khutora-Polonskoho;урочище;Черкаська обл.;р-н Монастирищенський;"N 49° 2’ 18""";"E 29° 55’ 34"""
Ф-30911;Сруб;Srub;урочище;Черкаська обл.;р-н Монастирищенський;"N 49° 2’ 29""";"E 29° 52’ 46"""
Ф-27520;Попів Яр;Popiv Yar;балка;Черкаська обл.;р-н Кам'янський;"N 49° 2’ 35""";"E 31° 52’ 16"""
Ф-23846;Іванків Яр;Ivankiv Yar;балка;Черкаська обл.;р-н Жашківський;"N 49° 2’ 38""";"E 30° 10’ 1"""
Ф-5493;Зарудня;Zarudnia;урочище;Черкаська обл.;р-н Чигиринський;"N 49° 2’ 40""";"E 32° 24’ 41"""
Ф-14850;Розкопана;Rozkopana;курган;Черкаська обл.;Шполянський р-н;"N 49° 2’ 41""";"E 31° 34’ 46"""
Ф-27390;Розкопана;Rozkopana;курган;Черкаська обл.;р-н Шполянський;"N 49° 2’ 41""";"E 31° 34’ 46"""
Ф-29359;Соловьйове;Soloviove;урочище;Черкаська обл.;р-н Звенигородський;"N 49° 2’ 51""";"E 30° 48’ 14"""
Ф-5183;Привороття;Pryvorottia;урочище;Черкаська обл.;р-н Звенигородський;"N 49° 2’ 52""";"E 30° 46’ 59"""
Ф-21109;Другий Яр;Druhyi Yar;балка;Черкаська обл.;р-н Чигиринський;"N 49° 2’ 59""";"E 32° 49’ 14"""
Ф-23278;Костецький Яр;Kostetskyi Yar;урочище;Черкаська обл.;р-н Маньківський;"N 49° 2’ 59""";"E 30° 25’ 54"""
Ф-26167;Нерубайка;Nerubaika;урочище;Черкаська обл.;р-н Лисянський;"N 49° 20’ 12""";"E 30° 48’ 33"""
Ф-25512;Марюфіни Яри;Mariufiny Yary;балка;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 20’ 13""";"E 31° 17’ 11"""
Ф-4922;Мідне;Midne;урочище;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 20’ 15""";"E 31° 18’ 0"""
Ф-24494;Мускаловін;Muskalovin;урочище;Черкаська обл.;р-н Лисянський;"N 49° 20’ 20""";"E 30° 54’ 13"""
Ф-18268;Глибоке;Hlyboke;урочище;Черкаська обл.;р-н Лисянський;"N 49° 20’ 25""";"E 30° 52’ 4"""
Ф-24446;Млієвська Грузька;Mliievska Hruzka;балка;Черкаська обл.;р-н Городищенський;"N 49° 20’ 27""";"E 31° 28’ 12"""
Ф-25005;Матвіївка;Matviivka;урочище;Черкаська обл.;р-н Черкаський;"N 49° 20’ 27""";"E 31° 45’ 15"""
Ф-20250;Жандарова;Zhandarova;курган;Черкаська обл.;р-н Черкаський;"N 49° 20’ 35""";"E 31° 59’ 15"""
Ф-16746;Божкове;Bozhkove;урочище;Черкаська обл.;р-н Черкаський;"N 49° 20’ 38""";"E 31° 39’ 35"""
Ф-5015;Микільське;Mykilske;урочище;Черкаська обл.;р-н Черкаський;"N 49° 20’ 41""";"E 31° 47’ 59"""
Ф-28852;Орлова;Orlova;балка;Черкаська обл.;р-н Городищенський;"N 49° 20’ 44""";"E 31° 26’ 23"""
Ф-39958;Маношів;Manoshiv;ліс;Черкаська обл.;р-н Лисянський;"N 49° 20’ 44""";"E 30° 56’ 5"""
Ф-20263;Калиновий Яр;Kalynovyi Yar;балка;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 20’ 46""";"E 31° 10’ 31"""
Ф-13784;Шиликова;Shylykova;балка;Черкаська обл.;р-н Городищенський;"N 49° 20’ 50""";"E 31° 28’ 43"""
Ф-26823;Розвалини;Rozvalyny;урочище;Черкаська обл.;р-н Лисянський;"N 49° 20’ 54""";"E 30° 49’ 45"""
Ф-26852;Потапова Балка;Potapova Balka;урочище;Черкаська обл.;р-н Черкаський;"N 49° 20’ 59""";"E 31° 55’ 55"""
Ф-13898;Жовнино;Zhovnyno;мис;Черкаська обл.;;"N 49° 21’ 19""";"E 32° 44’ 20"""
Ф-22478;Лиса Гора;Lysa Hora;урочище;Черкаська обл.;р-н Черкаський;"N 49° 21’ 21""";"E 31° 38’ 18"""
Ф-31161;Сухий;Sukhyi;яр;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 21’ 28""";"E 30° 55’ 47"""
Ф-29956;Стахурове;Stakhurove;балка;Черкаська обл.;р-н Черкаський;"N 49° 21’ 29""";"E 32° 3’ 18"""
Ф-35102;Гарбузівка;Harbuzivka;урочище;Черкаська обл.;р-н Чорнобаївський;"N 49° 21’ 35""";"E 32° 40’ 5"""
Ф-23617;Кириловий;Kyrylovyi;яр;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 21’ 45""";"E 30° 57’ 55"""
Ф-30145;Сторожеве;Storozheve;урочище;Черкаська обл.;р-н Чорнобаївський;"N 49° 21’ 45""";"E 32° 41’ 58"""
Ф-29320;Телепіна;Telepina;урочище;Черкаська обл.;р-н Городищенський;"N 49° 21’ 49""";"E 31° 30’ 33"""
Ф-27702;Пашківка;Pashkivka;урочище;Черкаська обл.;р-н Черкаський;"N 49° 21’ 59""";"E 31° 53’ 11"""
Ф-5040;"Байбузогородищенська
Дача";"Baibuzohorodyshchenska
Dacha";урочище;Черкаська обл.;р-н Городищенський;"N 49° 22’ 20""";"E 31° 36’ 19"""
Ф-13779;Глибокий;Hlybokyi;яр;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 22’ 23""";"E 31° 5’ 20"""
Ф-27137;Поперечний Яр;Poperechnyi Yar;балка;Черкаська обл.;р-н Чорнобаївський;"N 49° 22’ 27""";"E 32° 43’ 20"""
Ф-30896;Ракіта;Rakita;урочище;Черкаська обл.;р-н Черкаський;"N 49° 22’ 40""";"E 31° 59’ 39"""
Ф-13778;Лиски;Lysky;балка;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 22’ 47""";"E 31° 2’ 13"""
Ф-39959;Гончариха;Honcharykha;ліс;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 22’ 51""";"E 31° 15’ 54"""
Ф-23605;Канура;Kanura;урочище;Черкаська обл.;р-н Черкаський;"N 49° 22’ 8""";"E 31° 50’ 32"""
Ф-18482;Вовчий;Vovchyi;яр;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 23’ 14""";"E 31° 12’ 49"""
Ф-5013;Литвинова;Lytvynova;урочище;Черкаська обл.;р-н Черкаський;"N 49° 23’ 18""";"E 31° 50’ 0"""
Ф-16266;Бачік;Bachik;урочище;Черкаська обл.;р-н Чорнобаївський;"N 49° 23’ 2""";"E 32° 36’ 48"""
Ф-4908;Ліс Ярмарковий;Lis Yarmarkovyi;урочище;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 23’ 23""";"E 31° 11’ 1"""
Ф-13780;Річище;Richyshche;балка;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 23’ 3""";"E 31° 8’ 10"""
Ф-4913;Закітне;Zakitne;урочище;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 23’ 34""";"E 31° 17’ 40"""
Ф-22716;Котлаші;Kotlashi;урочище;Черкаська обл.;р-н Черкаський;"N 49° 23’ 4""";"E 31° 40’ 37"""
Ф-30535;Слобідське;Slobidske;урочище;Черкаська обл.;р-н Черкаський;"N 49° 23’ 43""";"E 31° 47’ 6"""
Ф-16378;Баталей;Batalei;урочище;Черкаська обл.;р-н Чорнобаївський;"N 49° 23’ 46""";"E 32° 34’ 6"""
Ф-2621;Порозовиця;Porozovytsia;річка;Черкаська обл.;;"N 49° 23’ 54""";"E 31° 5’ 40"""
Ф-18375;Бузничиха;Buznychykha;урочище;Черкаська обл.;р-н Корсунь-Шевченківський;"N 49° 23’ 58""";"E 31° 16’ 44"""
Ф-5033;Миколайців Узвіз;Mykolaitsiv Uzviz;урочище;Черкаська обл.;р-н Городищенський, р-н Черкаський;"N 49° 23’ 9""";"E 31° 38’ 1"""
Ф-5017;Деренковецька Дача;Derenkovetska Dacha;урочище;Черкаська обл.;р-н Городищенський;"N 49° 24’ 0""";"E 31° 31’ 10"""
Ф-18959;Великий Байрак;Velykyi Bairak;урочище;Черкаська обл.;р-н Чорнобаївський;"N 49° 24’ 24""";"E 32° 32’ 25"""
Ф-908;Хоробра;Khorobra;річка;Черкаська обл., Київська обл.;;"N 49° 24’ 35""";"E 31° 4’ 40"""
