Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-5122;Гайдук;Haiduk;озеро;Чернігівська обл.;;"N 50° 48’ 45""";"E 30° 54’ 43"""
Ф-5127;Стибин;Stybyn;озеро;Чернігівська обл.;;"N 50° 48’ 19""";"E 30° 56’ 49"""
Ф-5136;Покал;Pokal;озеро;Чернігівська обл.;;"N 50° 50’ 30""";"E 30° 47’ 13"""
Ф-5142;Плоске;Ploske;озеро;Чернігівська обл.;;"N 50° 54’ 40""";"E 30° 48’ 1"""
Ф-5151;Семча;Semcha;озеро;Чернігівська обл.;;"N 50° 53’ 21""";"E 30° 47’ 46"""
Ф-5157;Старик;Staryk;стариця (старе русло);Чернігівська обл.;;"N 50° 55’ 2""";"E 30° 49’ 11"""
Ф-5163;Медведка;Medvedka;озеро;Чернігівська обл.;;"N 50° 48’ 52""";"E 31° 8’ 1"""
Ф-5165;Селище;Selyshche;озеро;Чернігівська обл.;;"N 50° 41’ 3""";"E 31° 4’ 18"""
Ф-5167;Ральці;Raltsi;озеро;Чернігівська обл.;;"N 51° 40’ 50""";"E 31° 29’ 0"""
Ф-5173;Ковалевське;Kovalevske;озеро;Чернігівська обл.;;"N 51° 47’ 31""";"E 31° 27’ 1"""
Ф-5178;Кукарська;Kukarska;стариця (старе русло);Чернігівська обл.;;"N 51° 40’ 46""";"E 30° 34’ 50"""
Ф-5181;Святе;Sviate;озеро;Чернігівська обл.;;"N 51° 41’ 50""";"E 30° 36’ 24"""
Ф-5187;Каноші;Kanoshi;озеро;Чернігівська обл.;;"N 51° 41’ 37""";"E 30° 36’ 28"""
Ф-5189;Симполя;Sympolia;озеро;Чернігівська обл.;;"N 51° 42’ 20""";"E 30° 36’ 48"""
Ф-5191;Осетриця;Osetrytsia;озеро;Чернігівська обл.;;"N 51° 42’ 29""";"E 30° 38’ 3"""
Ф-5192;Воскресіння;Voskresinnia;озеро;Чернігівська обл.;;"N 51° 42’ 52""";"E 30° 38’ 47"""
Ф-5193;Миколаївка;Mykolaivka;став;Чернігівська обл.;;"N 51° 42’ 10""";"E 30° 43’ 0"""
Ф-5194;Мале Топило;Male Topylo;озеро;Чернігівська обл.;;"N 51° 41’ 27""";"E 30° 51’ 7"""
Ф-5195;Велике Топило;Velyke Topylo;озеро;Чернігівська обл.;;"N 51° 41’ 22""";"E 30° 51’ 1"""
Ф-5196;Полянське;Polianske;озеро;Чернігівська обл.;;"N 51° 43’ 29""";"E 30° 52’ 32"""
Ф-5197;Орловиця;Orlovytsia;озеро;Чернігівська обл.;;"N 51° 44’ 39""";"E 30° 56’ 11"""
Ф-5198;Берестове;Berestove;озеро;Чернігівська обл.;;"N 51° 43’ 16""";"E 30° 40’ 0"""
Ф-5199;Дубовиця;Dubovytsia;озеро;Чернігівська обл.;;"N 51° 43’ 28""";"E 30° 40’ 2"""
Ф-5200;Нижній Балагач;Nyzhnii Balahach;озеро;Чернігівська обл.;;"N 51° 43’ 32""";"E 30° 41’ 10"""
Ф-5201;Зміївська Дубовиця;Zmiivska Dubovytsia;озеро;Чернігівська обл.;;"N 51° 44’ 9""";"E 30° 38’ 45"""
Ф-5202;Верхній Балагач;Verkhnii Balahach;озеро;Чернігівська обл.;;"N 51° 44’ 19""";"E 30° 41’ 48"""
Ф-5245;Домашнє;Domashnie;озеро;Чернігівська обл.;;"N 51° 45’ 14""";"E 30° 40’ 41"""
Ф-5248;Поджерелля;Podzherellia;озеро;Чернігівська обл.;;"N 51° 44’ 5""";"E 30° 40’ 0"""
Ф-5252;Калізне;Kalizne;озеро;Чернігівська обл.;;"N 51° 45’ 37""";"E 30° 40’ 35"""
Ф-5255;Павучище;Pavuchyshche;озеро;Чернігівська обл.;;"N 51° 45’ 52""";"E 30° 41’ 11"""
Ф-5258;Вужик;Vuzhyk;озеро;Чернігівська обл.;;"N 51° 47’ 17""";"E 30° 42’ 51"""
Ф-5264;Карабахи;Karabakhy;озера;Чернігівська обл.;;"N 51° 47’ 58""";"E 30° 40’ 38"""
Ф-5278;Забірське;Zabirske;озеро;Чернігівська обл.;;"N 51° 52’ 47""";"E 30° 47’ 7"""
Ф-5284;Святе;Sviate;озеро;Чернігівська обл.;;"N 51° 53’ 19""";"E 30° 45’ 0"""
Ф-5294;Біловод;Bilovod;озеро;Чернігівська обл.;;"N 51° 53’ 24""";"E 30° 48’ 29"""
Ф-5298;Рогове;Rohove;озеро;Чернігівська обл.;;"N 51° 55’ 48""";"E 30° 49’ 47"""
Ф-5304;Берестівське;Berestivske;озеро;Чернігівська обл.;;"N 51° 57’ 33""";"E 30° 52’ 36"""
Ф-5307;Сміод;Smiod;озеро;Чернігівська обл.;;"N 51° 58’ 18""";"E 30° 54’ 19"""
Ф-5310;Стара Прірва;Stara Prirva;озеро;Чернігівська обл.;;"N 51° 58’ 45""";"E 30° 54’ 18"""
Ф-5313;Поляни;Poliany;озеро;Чернігівська обл.;;"N 51° 59’ 10""";"E 30° 55’ 21"""
Ф-5322;Глушка;Hlushka;озеро;Чернігівська обл.;;"N 51° 27’ 25""";E 32° 28’
