Реєстраційний номер;Унормована назва;Унормована назва латиницею;Вид географічного об'єкту;Адміністративно- територіальна одиниця (АР Крим, область);Район;Широта;Довгота
Ф-13265;Кут;Kut;урочище;Сумська обл.;р-н Охтирський;"N 50° 17’ 10""";"E 34° 46’ 0"""
Ф-13273;Полоусівщина;Polousivshchyna;урочище;Сумська обл.;р-н Охтирський;"N 50° 12’ 20""";"E 34° 35’ 50"""
Ф-13274;Черняшине;Cherniashyne;урочище;Сумська обл.;р-н Охтирський;"N 50° 11’ 40""";"E 34° 43’ 36"""
Ф-13275;Великий Довжик;Velykyu Dovzhyk;урочище;Сумська обл.;р-н Охтирський;"N 50° 8’ 20""";"E 34° 36’ 20"""
Ф-13277;Різникове;Riznykove;урочище;Сумська обл.;р-н Роменський;"N 50° 39’ 28""";"E 33° 42’ 0"""
Ф-13287;Стеценкове;Stetsenkove;урочище;Сумська обл.;р-н Липоводолинський;"N 50° 39’ 28""";"E 33° 57’ 40"""
Ф-13289;Довжик;Dovzhyk;урочище;Сумська обл.;р-н Лебединський;"N 50° 39’ 30""";"E 34° 27’ 40"""
Ф-13295;Вишневе;Vyshneve;урочище;Сумська обл.;р-н Лебединський;"N 50° 37’ 56""";"E 34° 23’ 20"""
Ф-13318;Рибаси;Rybasy;урочище;Сумська обл.;р-н Липоводолинський;"N 50° 34’ 0""";"E 34° 4’ 30"""
Ф-13319;Маськи;Masky;урочище;Сумська обл.;р-н Лебединський;"N 50° 33’ 52""";"E 34° 24’ 20"""
Ф-13320;Велика Пробужівка;Velyka Probuzhivka;урочище;Сумська обл.;р-н Липоводолинський;"N 50° 32’ 20""";"E 34° 1’ 10"""
Ф-13321;Лебединська Дача;Lebedynska Dacha;урочище;Сумська обл.;р-н Лебединський;"N 50° 32’ 6""";"E 34° 25’ 25"""
Ф-13324;Мале;Male;урочище;Сумська обл.;р-н Лебединський;"N 50° 30’ 38""";"E 34° 24’ 52"""
Ф-13327;Дубина;Dubyna;урочище;Сумська обл.;р-н Лебединський;"N 50° 29’ 20""";"E 34° 22’ 40"""
Ф-13329;Перегінне;Perehinne;урочище;Сумська обл.;р-н Лебединський;"N 50° 28’ 40""";"E 34° 24’ 20"""
Ф-13332;Березова;Berezova;урочище;Сумська обл.;р-н Лебединський;"N 50° 25’ 20""";"E 34° 26’ 20"""
Ф-13341;Байрикове;Bairykove;урочище;Сумська обл.;р-н Роменський;"N 50° 38’ 20""";"E 33° 10’ 0"""
Ф-13343;Писаренкове;Pysarenkove;урочище;Сумська обл.;р-н Роменський;"N 50° 34’ 0""";"E 33° 28’ 0"""
Ф-13345;Травневе;Travneve;урочище;Сумська обл.;р-н Роменський;"N 50° 33’ 30""";"E 33° 7’ 30"""
Ф-14345;П'ятипілля;Piatypillia;урочище;Сумська обл.;р-н Краснопільський;"N 50° 40’ 30""";"E 35° 19’ 40"""
Ф-14346;Боби;Boby;урочище;Сумська обл.;р-н Краснопільський;"N 50° 48’ 38""";"E 35° 20’ 15"""
Ф-15844;Бабовник;Babovnyk;урочище;Сумська обл.;р-н Путивльський;"N 51° 25’ 58""";"E 33° 50’ 11"""
Ф-15946;Андріївске;Andriivske;урочище;Сумська обл.;р-н Кролевецький;"N 51° 32’ 19""";"E 33° 16’ 55"""
Ф-15964;Бабаків Яр;Babakiv Yar;балка;Сумська обл.;р-н Охтирський;"N 50° 17’ 27""";"E 34° 30’ 23"""
Ф-15971;Бабачин Яр;Babachyn Yar;балка;Сумська обл.;р-н Тростянецький;"N 50° 41’ 21""";"E 35° 1’ 12"""
Ф-15990;Бабина;Babyna;балка;Сумська обл.;р-н Липоводолинський;"N 50° 29’ 4""";"E 33° 40’ 48"""
Ф-15993;Багно;Bahno;урочище;Сумська обл.;р-н Кролевецький;"N 51° 38’ 26""";"E 33° 13’ 48"""
Ф-16118;Бакирівське Озеро;Bakyrivske Ozero;урочище;Сумська обл.;р-н Охтирський;"N 50° 21’ 38""";"E 35° 1’ 55"""
Ф-16123;Баксарів Яр;Baksariv Yar;балка;Сумська обл.;р-н Краснопільський;"N 50° 47’ 21""";"E 35° 8’ 39"""
Ф-16153;Безсалівський Яр;Bezsalivskyi Yar;балка;Сумська обл.;р-н Білопільський;"N 51° 15’ 30""";"E 34° 24’ 12"""
