Реєстраційний номер	Унормована назва	Унормована назва латиницею	Вид географічного об'єкту	Адміністративно- територіальна одиниця (АР Крим, область)	Район	Широта	Довгота
Ф-14209	Білозерка	Bilozerka	балка	Херсонська обл.	р-н Білозерський	"N 46° 43’ 55"""	"E 32° 25’ 48"""
Ф-14211	Вовча	Vovcha	балка	Херсонська обл.	р-н Білозерський	"N 46° 40’ 55"""	"E 32° 6’ 12"""
Ф-14216	Весела	Vesela	балка	Херсонська обл.	р-н Бериславський	"N 46° 56’ 0"""	"E 33° 19’ 45"""
Ф-14217	Крива	Kryva	балка	Херсонська обл.	р-н Бериславський	"N 46° 56’ 30"""	"E 33° 21’ 30"""
Ф-14219	Короля	Korolia	балка	Херсонська обл.	р-н Бериславський	"N 46° 51’ 40"""	"E 33° 5’ 50"""
Ф-14222	Тараканська	Tarakanska	балка	Херсонська обл.	р-н Бериславський	"N 46° 51’ 12"""	"E 33° 19’ 30"""
Ф-14223	Бабина	Babyna	балка	Херсонська обл.	р-н Бериславський	"N 46° 50’ 5"""	"E 33° 19’ 5"""
Ф-14226	Златова	Zlatova	балка	Херсонська обл.	р-н Бериславський	"N 46° 49’ 40"""	"E 33° 13’ 30"""
Ф-14228	Лиса Могила	Lysa Mohyla	горб	Херсонська обл.	р-н Цюрупинський	"N 46° 42’ 50"""	"E 33° 9’ 30"""
Ф-14229	Маркова Могила	Markova Mohyla	горб	Херсонська обл.	р-н Цюрупинський	"N 46° 41’ 55"""	"E 33° 10’ 25"""
Ф-14235	Каїрка	Kairka	балка	Херсонська обл.	р-н Горностаївський	"N 46° 56’ 30"""	"E 33° 51’ 5"""
Ф-14237	Костирська	Kostyrska	балка	Херсонська обл.	р-н Бериславський	"N 46° 53’ 30"""	"E 33° 34’ 25"""
Ф-14239	Сірогози	Sirohozy	балка	Херсонська обл.	р-н Бериславський	"N 46° 58’ 25"""	"E 34° 18’ 25"""
Ф-14249	Хліборобна	Khliborobna	балка	Херсонська обл.	р-н Нижньосірогозький	"N 46° 54’ 5"""	"E 34° 39’ 54"""
Ф-14251	Дурна	Durna	балка	Херсонська обл.	"р-н Іванівський, р-н
Нижньосірогозький"	"N 46° 50’ 10"""	"E 34° 32’ 10"""
